from_surface,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,camp_vi,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,foxx2,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s2a,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,m2020_14n,m2020_14sa,m2020_14sb,m2020_14w,m2020_15ca,m2020_15cb,m2020_15e,m2020_15n,m2020_15s,meighan,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,td41,td42,td51,td52,tuto_ramp
52,-23.8400,-21.3700,-21.3920,-20.9200,-24.4040,-14.4000,-22.6500,-23.0996,-23.0123,,,-1.1360,-2.8057,,,-0.9450,-0.0132,0.0591,-2.1289,,-2.0515,-2.4007,-3.9649,-4.8698,-4.1457,-9.6437,,-20.3990,-14.4067,-2.9338,-2.7813,-2.4303,-3.2733,-3.4238,-10.1329,-7.3109,-9.5318,-4.9462,,,-11.0865,-10.8735,,-11.0848,-10.2475,-9.1867,-16.8674,,,-12.7400,-21.2418,-18.5214,-24.5747,-0.8320,-2.4000,-0.0020,-6.4547,-6.4493,-8.5890,-8.6890,
53,-23.8300,-21.3500,-21.3640,-20.9000,-24.4097,-14.4400,-22.6400,-23.0950,-23.0076,,,-1.1370,-2.8161,,,-0.9419,-0.0159,0.0530,-2.1328,,-2.0406,-2.3652,-3.9740,-4.8587,-4.1399,-9.6551,,-20.3843,-14.3611,-2.9359,-2.7713,-2.3916,-3.2215,-3.4141,-10.1801,-7.3697,-9.6341,-4.9684,,,-11.0998,-10.8923,,-11.0940,-10.2867,-9.2019,-16.8600,,,-12.7350,-21.2336,-18.5171,-24.5871,-0.8480,-2.3960,-0.0030,-6.4520,-6.4467,-8.6060,-8.7060,
54,-23.8200,-21.3300,-21.3360,-20.8800,-24.4154,-14.4800,-22.6360,-23.0904,-23.0030,,,-1.1379,-2.8266,,,-0.9388,-0.0187,0.0469,-2.1368,,-2.0298,-2.3297,-3.9832,-4.8476,-4.1341,-9.6664,,-20.3696,-14.3155,-2.9380,-2.7614,-2.3530,-3.1698,-3.4044,-10.2273,-7.4129,-9.7365,-4.9905,,,-11.1132,-10.9110,,-11.1031,-10.3258,-9.2170,-16.8535,,,-12.7300,-21.2253,-18.5129,-24.5994,-0.8640,-2.3920,-0.0040,-6.4493,-6.4440,-8.6230,-8.7230,
55,-23.8100,-21.3100,-21.3080,-20.8600,-24.4210,-14.5200,-22.6320,-23.0858,-22.9983,,,-1.1389,-2.8370,,,-0.9357,-0.0215,0.0408,-2.1407,,-2.0189,-2.2942,-3.9924,-4.8366,-4.1283,-9.6778,,-20.3550,-14.2699,-2.9402,-2.7515,-2.3143,-3.1180,-3.3947,-10.2745,-7.4561,-9.8389,-5.0127,,,-11.1266,-10.9298,,-11.1122,-10.3649,-9.2322,-16.8470,,,-12.7250,-21.2170,-18.5086,-24.6118,-0.8800,-2.3880,-0.0050,-6.4467,-6.4413,-8.6400,-8.7400,
56,-23.8000,-21.2900,-21.2800,-20.8400,-24.4237,-14.5600,-22.6280,-23.0812,-22.9937,,,-1.1399,-2.8475,,,-0.9327,-0.0242,0.0347,-2.1447,,-2.0081,-2.2586,-4.0016,-4.8255,-4.1224,-9.6892,,-20.3403,-14.2252,-2.9165,-2.6846,-2.2622,-3.0662,-3.3851,-10.3217,-7.4994,-9.9412,-5.0349,,,-11.1399,-10.9423,,-11.1215,-10.3745,-9.2845,-16.8405,,,-12.7200,-21.2087,-18.5043,-24.6242,-0.8960,-2.3840,-0.0060,-6.4440,-6.4387,-8.6570,-8.7570,
57,-23.7840,-21.2700,-21.2600,-20.8200,-24.4265,-14.6000,-22.6240,-23.0767,-22.9891,,,-1.1408,-2.8579,,,-0.9296,-0.0270,0.0285,-2.1487,,-1.9972,-2.2231,-4.0108,-4.8144,-4.1166,-9.7006,,-20.3256,-14.1805,-2.8928,-2.6178,-2.2100,-3.0144,-3.3754,-10.3690,-7.5426,-10.0436,-5.0570,,,-11.1533,-10.9548,,-11.1308,-10.3840,-9.3368,-16.8340,,,-12.7150,-21.2004,-18.5000,-24.6366,-0.9120,-2.3800,-0.0070,-6.4413,-6.4360,-8.6740,-8.7740,
58,-23.7680,-21.2460,-21.2400,-20.8000,-24.4292,-14.6400,-22.6200,-23.0721,-22.9844,,,-1.1418,-2.8684,,,-0.9265,-0.0298,0.0256,-2.1526,,-1.9864,-2.1876,-4.0200,-4.8033,-4.1108,-9.7120,,-20.3109,-14.1358,-2.8691,-2.5509,-2.1578,-2.9626,-3.3657,-10.4162,-7.5859,-10.1460,-5.0814,-10.3571,,-11.1667,-10.9673,,-11.1401,-10.3935,-9.3891,-16.8275,,,-12.7100,-21.1922,-18.4957,-24.6490,-0.9280,-2.3760,-0.0080,-6.4387,-6.4333,-8.6910,-8.7910,
59,-23.7520,-21.2220,-21.2200,-20.7760,-24.4319,-14.6800,-22.6120,-23.0675,-22.9798,,,-1.1428,-2.8788,,,-0.9234,-0.0325,0.0226,-2.1621,,-1.9755,-2.1521,-4.0292,-4.7922,-4.1210,-9.7233,,-20.2962,-14.0912,-2.8454,-2.4841,-2.1056,-2.9109,-3.3560,-10.4634,-7.6291,-10.2483,-5.1059,-10.3666,,-11.1801,-10.9798,,-11.1494,-10.4030,-9.4415,-16.8210,,,-12.7050,-21.1839,-18.4913,-24.6614,-0.9440,-2.3720,-0.0090,-6.4360,-6.4307,-8.7080,-8.8080,
60,-23.7360,-21.1980,-21.2000,-20.7520,-24.4346,-14.7200,-22.6040,-23.0629,-22.9752,,,-1.1437,-2.8892,,,-0.9204,-0.0322,0.0196,-2.1716,,-1.9647,-2.1166,-4.0383,-4.7812,-4.1312,-9.7347,,-20.2815,-14.0465,-2.8218,-2.4172,-2.0534,-2.8591,-3.3463,-10.5106,-7.6723,-10.3507,-5.1303,-10.3762,,-11.1922,-10.9923,,-11.1586,-10.4125,-9.4938,-16.8145,,,-12.7000,-21.1756,-18.4870,-24.6738,-0.9600,-2.3680,-0.0100,-6.4333,-6.4280,-8.7250,-8.8250,
61,-23.7200,-21.1740,-21.1800,-20.7280,-24.4373,-14.7650,-22.5960,-23.0583,-22.9677,,,-1.1447,-2.8997,,,-0.9173,-0.0318,0.0167,-2.1811,,-1.9538,-2.1465,-4.0475,-4.7701,-4.1414,-9.7461,,-20.2668,-14.0018,-2.7981,-2.3504,-2.0012,-2.8073,-3.3366,-10.5578,-7.7156,-10.4530,-5.1547,-10.3858,,-11.2043,-11.0048,,-11.1679,-10.4221,-9.5461,-16.8080,,,-12.6810,-21.1660,-18.4833,-24.6862,-0.9760,-2.3640,-0.0110,-6.4307,-6.4253,-8.7420,-8.8420,
62,-23.7120,-21.1500,-21.1560,-20.7040,-24.4400,-14.8100,-22.5880,-23.0538,-22.9603,,,-1.1457,-2.9101,,,-0.9142,-0.0315,0.0137,-2.1906,,-1.9430,-2.1764,-4.0567,-4.7590,-4.1516,-9.7575,,-20.2521,-13.9571,-2.7744,-2.2835,-1.9490,-2.7912,-3.3270,-10.6050,-7.7588,-10.5554,-5.1792,-10.3953,,-11.2164,-11.0173,,-11.1772,-10.4316,-9.5985,-16.7984,,,-12.6620,-21.1564,-18.4796,-24.6986,-0.9920,-2.3600,-0.0120,-6.4280,-6.4227,-8.7590,-8.8590,
63,-23.7040,-21.1260,-21.1320,-20.6800,-24.4427,-14.8333,-22.5800,-23.0492,-22.9529,,,-1.1466,-2.9206,,,-0.9111,-0.0311,0.0108,-2.2001,,-1.9321,-2.2063,-4.0659,-4.7479,-4.1618,-9.7767,,-20.2373,-13.9124,-2.7507,-2.2167,-1.8968,-2.7750,-3.2789,-10.6522,-7.8021,-10.6578,-5.2036,-10.4049,,-11.2285,-11.0298,,-11.1865,-10.4411,-9.6508,-16.7888,,,-12.6430,-21.1468,-18.4759,-24.7110,-1.0080,-2.3560,-0.0130,-6.4253,-6.4200,-8.7760,-8.8760,
64,-23.6960,-21.1020,-21.1080,-20.6540,-24.4455,-14.8567,-22.5720,-23.0423,-22.9455,,,-1.1476,-2.9310,,,-0.9081,-0.0307,0.0078,-2.2095,,-1.9213,-2.2362,-4.0751,-4.7368,-4.1720,-9.7960,,-20.2224,-13.8677,-2.7270,-2.1499,-1.8446,-2.7589,-3.2309,-10.6994,-7.8453,-10.7601,-5.2280,-10.4144,,-11.2407,-11.0423,,-11.1958,-10.4506,-9.7031,-16.7791,,,-12.6240,-21.1372,-18.4722,-24.7234,-1.0240,-2.3520,-0.0140,-6.4227,-6.4173,-8.7930,-8.8930,
65,-23.6880,-21.0780,-21.0840,-20.6280,-24.4482,-14.8800,-22.5640,-23.0354,-22.9381,,,-1.1486,-2.9415,,,-0.9050,-0.0304,0.0048,-2.2190,,-1.9104,-2.2661,-4.0843,-4.7258,-4.1822,-9.8153,,-20.2076,-13.8247,-2.7034,-2.0830,-1.7925,-2.7428,-3.1829,-10.7466,-7.8885,-10.8625,-5.2525,-10.4240,,-11.2528,-11.0548,,-11.2050,-10.4601,-9.7554,-16.7695,,,-12.6050,-21.1276,-18.4685,-24.7317,-1.0400,-2.3480,-0.0150,-6.4200,-6.4147,-8.8100,-8.9100,
66,-23.6800,-21.0540,-21.0600,-20.6020,-24.4509,-14.9140,-22.5560,-23.0285,-22.9307,,,-1.1495,-2.9519,,,-0.9019,-0.0300,0.0019,-2.2393,,-1.8996,-2.2960,-4.0935,-4.7147,-4.1924,-9.8345,,-20.1928,-13.7817,-2.6861,-2.0525,-1.7824,-2.7266,-3.1349,-10.7938,-7.9318,-10.9648,-5.2769,-10.4336,,-11.2649,-11.0673,,-11.2143,-10.4697,-9.8109,-16.7599,,,-12.5860,-21.1181,-18.4648,-24.7400,-1.0560,-2.3440,-0.0160,-6.4173,-6.4120,-8.8270,-8.9270,
67,-23.6660,-21.0300,-21.0360,-20.5760,-24.4536,-14.9480,-22.5480,-23.0217,-22.9233,,,-1.1505,-2.9624,,,-0.8988,-0.0297,-0.0011,-2.2596,,-1.8887,-2.3259,-4.1026,-4.7036,-4.2027,-9.8538,,-20.1779,-13.7387,-2.6689,-2.0220,-1.7724,-2.7105,-3.0869,-10.8410,-7.9750,-11.0672,-5.3013,-10.4431,,-11.2770,-11.0798,,-11.2236,-10.4792,-9.8664,-16.7502,,,-12.5670,-21.1085,-18.4611,-24.7482,-1.0720,-2.3400,-0.0170,-6.4147,-6.4093,-8.8440,-8.9440,
68,-23.6520,-21.0060,-21.0120,-20.5500,-24.4563,-14.9820,-22.5400,-23.0148,-22.9158,,,-1.1515,-2.9728,,,-0.8957,-0.0293,-0.0041,-2.2799,,-1.8779,-2.3558,-4.1118,-4.6925,-4.2129,-9.8731,,-20.1631,-13.6957,-2.6517,-1.9915,-1.7624,-2.6944,-3.0388,-10.8882,-8.0182,-11.1696,-5.3258,-10.4527,,-11.2891,-11.0923,,-11.2329,-10.4887,-9.9218,-16.7406,,,-12.5480,-21.0989,-18.4574,-24.7565,-1.0880,-2.3360,-0.0180,-6.4120,-6.4067,-8.8610,-8.9610,
69,-23.6380,-20.9820,-20.9880,-20.5280,-24.4590,-15.0160,-22.5350,-23.0079,-22.9097,,,-1.1524,-2.9832,,,-0.8927,-0.0290,-0.0070,-2.3002,,-1.8671,-2.3857,-4.1210,-4.6814,-4.2231,-9.8923,,-20.1482,-13.6526,-2.6345,-1.9610,-1.7523,-2.6782,-2.9908,-10.9354,-8.0615,-11.2719,-5.3502,-10.4622,,-11.3013,-11.1048,,-11.2422,-10.4982,-9.9773,-16.7310,,,-12.5290,-21.0893,-18.4537,-24.7648,-1.1040,-2.3320,-0.0190,-6.4093,-6.4040,-8.8780,-8.9780,
70,-23.6240,-20.9580,-20.9640,-20.5060,-24.4617,-15.0500,-22.5300,-23.0010,-22.9035,,,-1.1534,-2.9937,,,-0.8896,-0.0286,-0.0100,-2.3205,,-1.8562,-2.4156,-4.1302,-4.6704,-4.2333,-9.9116,,-20.1334,-13.6096,-2.6172,-1.9305,-1.7423,-2.6621,-2.9428,-10.9826,-8.1047,-11.3743,-5.3746,-10.4718,,-11.3134,-11.1173,,-11.2514,-10.5077,-10.0328,-16.7216,,,-12.5100,-21.0797,-18.4500,-24.7731,-1.1200,-2.3280,-0.0200,-6.4067,-6.4013,-8.8950,-8.9950,
71,-23.6100,-20.9340,-20.9400,-20.4840,-24.4645,-15.0800,-22.5250,-22.9942,-22.8973,,,-1.1661,-3.0384,,,-0.8865,-0.0282,-0.0130,-2.3408,,-1.8454,-2.4456,-4.1312,-4.6593,-4.2435,-9.9308,,-20.1185,-13.5666,-2.6000,-1.9000,-1.7323,-2.6460,-2.8948,-11.0298,-8.1480,-11.4767,-5.3990,-10.4814,,-11.3255,-11.1298,,-11.2607,-10.5173,-10.0882,-16.7121,,,-12.5100,-21.0685,-18.4469,-24.7813,-1.1360,-2.3240,-0.0210,-6.4040,-6.3987,-8.9120,-9.0120,
72,-23.5960,-20.9100,-20.9180,-20.4620,-24.4672,-15.1100,-22.5200,-22.9873,-22.8912,,,-1.1788,-3.0832,,,-0.8834,-0.0270,-0.0117,-2.3408,,-1.8345,-2.4755,-4.1321,-4.6482,-4.2537,-9.9501,,-20.1037,-13.5236,-2.5828,-1.8695,-1.7222,-2.6298,-2.8468,-11.0770,-8.1912,-11.5790,-5.4235,-10.4909,,-11.3376,-11.1423,,-11.2700,-10.5268,-10.1437,-16.7027,,,-12.5100,-21.0573,-18.4438,-24.7896,-1.1520,-2.3200,-0.0220,-6.4013,-6.3960,-8.9290,-9.0290,
73,-23.5820,-20.8860,-20.8960,-20.4400,-24.4699,-15.1400,-22.5150,-22.9804,-22.8850,,,-1.1914,-3.1279,,,-0.8804,-0.0258,-0.0105,-2.3408,,-1.8237,-2.5054,-4.1331,-4.6371,-4.2639,-9.9694,,-20.0888,-13.4806,-2.5655,-1.8390,-1.7122,-2.6051,-2.8459,-11.1242,-8.2344,-11.6814,-5.4479,-10.5005,,-11.3498,-11.1548,,-11.2793,-10.5363,-10.1991,-16.6933,,,-12.5100,-21.0461,-18.4407,-24.7979,-1.1680,-2.3160,-0.0230,-6.3987,-6.3933,-8.9460,-9.0460,
74,-23.5680,-20.8620,-20.8740,-20.4180,-24.4726,-15.1700,-22.5060,-22.9735,-22.8788,,,-1.2041,-3.1727,,,-0.8773,-0.0246,-0.0093,-2.3408,,-1.8128,-2.5353,-4.1341,-4.6260,-4.2741,-9.9886,,-20.0740,-13.4376,-2.5483,-1.8085,-1.7022,-2.5803,-2.8450,-11.1714,-8.2777,-11.7837,-5.4723,-10.5101,,-11.3619,-11.1673,,-11.2886,-10.5458,-10.2546,-16.6839,,,-12.5100,-21.0349,-18.4376,-24.8062,-1.1840,-2.3120,-0.0240,-6.3960,-6.3907,-8.9630,-9.0630,
75,-23.5540,-20.8380,-20.8520,-20.3960,-24.4753,-15.2000,-22.4970,-22.9642,-22.8727,,,-1.2168,-3.2174,,,-0.8742,-0.0233,-0.0081,-2.3408,,-1.8020,-2.5652,-4.1350,-4.6150,-4.2843,-10.0079,,-20.0591,-13.3946,-2.5311,-1.7869,-1.6921,-2.5555,-2.8442,-11.2186,-8.3209,-11.8861,-5.4968,-10.5196,,-11.3740,-11.1798,,-11.2978,-10.5553,-10.3101,-16.6744,,,-12.5100,-21.0237,-18.4345,-24.8144,-1.2000,-2.3080,-0.0250,-6.3933,-6.3880,-8.9800,-9.0800,
76,-23.5400,-20.8140,-20.8300,-20.3740,-24.4780,-15.2300,-22.4880,-22.9548,-22.8665,,,-1.2295,-3.2622,,,-0.8711,-0.0221,-0.0068,-2.3408,,-1.7911,-2.5951,-4.1360,-4.6255,-4.2945,-10.0272,,-20.0443,-13.3516,-2.5100,-1.7653,-1.6821,-2.5307,-2.8433,-11.2658,-8.3642,-11.9885,-5.5212,-10.5292,,-11.3861,-11.1766,,-11.3072,-10.5678,-10.3069,-16.6650,,,-12.5100,-21.0126,-18.4314,-24.8227,-1.2200,-2.3040,-0.0260,-6.3907,-6.3853,-8.9970,-9.0970,
77,-23.5260,-20.7900,-20.8060,-20.3520,-24.4807,-15.2600,-22.4790,-22.9455,-22.8603,,,-1.2421,-3.3069,,,-0.8681,-0.0209,-0.0056,-2.3408,,-1.7803,-2.6250,-4.1370,-4.6360,-4.3047,-10.0464,,-20.0294,-13.3103,-2.4889,-1.7437,-1.6713,-2.5060,-2.8424,-11.3130,-8.4074,-12.0908,-5.5456,-10.5387,,-11.3982,-11.1733,,-11.3166,-10.5802,-10.3037,-16.6536,,,-12.5100,-21.0014,-18.4283,-24.8310,-1.2400,-2.3000,-0.0270,-6.3880,-6.3827,-9.0140,-9.1140,
78,-23.5120,-20.7600,-20.7820,-20.3300,-24.4835,-15.2900,-22.4700,-22.9361,-22.8542,,,-1.2548,-3.3517,,,-0.8650,-0.0197,-0.0044,-2.3408,,-1.7694,-2.6549,-4.1380,-4.6465,-4.3167,-10.0657,,-20.0156,-13.2690,-2.4678,-1.7221,-1.6604,-2.4812,-2.8415,-11.3602,-8.4506,-12.1932,-5.5805,-10.5483,,-11.4104,-11.1701,,-11.3260,-10.5926,-10.3006,-16.6423,,,-12.5100,-20.9902,-18.4252,-24.8393,-1.2600,-2.3000,-0.0280,-6.3853,-6.3800,-9.0310,-9.1310,
79,-23.4980,-20.7300,-20.7580,-20.3080,-24.4862,-15.3200,-22.4590,-22.9268,-22.8480,,,-1.2675,-3.3965,,,-0.8619,-0.0184,-0.0032,-2.3408,,-1.7586,-2.6848,-4.1389,-4.6570,-4.3287,-10.0849,,-20.0018,-13.2277,-2.4467,-1.7005,-1.6496,-2.4564,-2.8407,-11.4074,-8.4939,-12.2956,-5.6154,-10.5549,,-11.4225,-11.1669,,-11.3354,-10.6050,-10.2974,-16.6309,,,-12.5100,-20.9790,-18.4221,-24.8475,-1.2800,-2.3000,-0.0290,-6.3827,-6.3773,-9.0480,-9.1480,
80,-23.4840,-20.7000,-20.7340,-20.2860,-24.4889,-15.3500,-22.4480,-22.9174,-22.8395,,-16.6640,-1.2802,-3.4412,,,-0.8588,-0.0172,-0.0019,-2.3408,,-1.7477,-2.7147,-4.1399,-4.6675,-4.3407,-10.1042,,-19.9880,-13.1864,-2.4257,-1.6789,-1.6388,-2.4317,-2.8398,-11.4546,-8.5371,-12.3979,-5.6503,-10.5615,,-11.4321,-11.1637,,-11.3448,-10.6175,-10.2942,-16.6195,,,-12.5100,-20.9678,-18.4190,-24.8558,-1.3000,-2.3000,-0.0300,-6.3800,-6.3747,-9.0650,-9.1650,
81,-23.4700,-20.6700,-20.7100,-20.2640,-24.4916,-15.3760,-22.4370,-22.9081,-22.8311,,-16.6821,-1.2928,-3.4860,,,-0.8558,-0.0160,-0.0007,-2.3408,,-1.7369,-2.7515,-4.1409,-4.6780,-4.3527,-10.1235,,-19.9742,-13.1451,-2.4046,-1.6573,-1.6280,-2.4069,-2.8389,-11.5018,-8.5803,-12.5003,-5.6852,-10.5680,,-11.4418,-11.1605,,-11.3542,-10.6299,-10.2911,-16.6081,,,-12.5090,-20.9550,-18.4147,-24.8641,-1.3200,-2.3000,-0.0310,-6.3773,-6.3720,-9.0820,-9.1820,
82,-23.4540,-20.6400,-20.6800,-20.2420,-24.4943,-15.4020,-22.4260,-22.8988,-22.8226,,-16.7002,-1.3055,-3.5307,,,-0.8527,,-0.0000,-2.3574,,-1.7260,-2.7883,-4.1418,-4.6885,-4.3647,-10.1427,,-19.9604,-13.1038,-2.3835,-1.6357,-1.6171,-2.3821,-2.8381,-11.5490,-8.6236,-12.6026,-5.7202,-10.5746,,-11.4514,-11.1573,,-11.3636,-10.6423,-10.2879,-16.5968,,,-12.5080,-20.9423,-18.4104,-24.8714,-1.3400,-2.3000,-0.0320,-6.3747,-6.3693,-9.0990,-9.1990,
83,-23.4380,-20.6180,-20.6500,-20.2200,-24.4970,-15.4280,-22.4150,-22.8894,-22.8141,,-16.7183,-1.3182,-3.5755,,,-0.8496,,0.0007,-2.3740,,-1.7152,-2.8252,-4.1428,-4.6990,-4.3767,-10.1620,,-19.9466,-13.0626,-2.3624,-1.6141,-1.6063,-2.3573,-2.8372,-11.5962,-8.6668,-12.7050,-5.7551,-10.5812,,-11.4611,-11.1540,,-11.3730,-10.6547,-10.2847,-16.5854,,,-12.5070,-20.9295,-18.4061,-24.8786,-1.3600,-2.3000,-0.0330,-6.3720,-6.3667,-9.1160,-9.2160,
84,-23.4220,-20.5960,-20.6200,-20.1940,-24.4997,-15.4540,-22.4100,-22.8802,-22.8056,,-16.7364,-1.3309,-3.6202,,,-0.8465,,0.0014,-2.3906,,-1.7043,-2.8620,-4.1438,-4.7095,-4.3887,-10.1813,,-19.9327,-13.0213,-2.3413,-1.5925,-1.5955,-2.3198,-2.8059,-11.6434,-8.7101,-12.8074,-5.7900,-10.5877,,-11.4707,-11.1508,,-11.3824,-10.6672,-10.2816,-16.5740,,,-12.5060,-20.9168,-18.4018,-24.8859,-1.3800,-2.3000,-0.0340,-6.3693,-6.3640,-9.1330,-9.2330,
85,-23.4060,-20.5740,-20.5900,-20.1680,-24.5025,-15.4800,-22.4050,-22.8709,-22.7972,,-16.7545,-1.3435,-3.6650,,,-0.8719,,0.0021,-2.4073,,-1.6935,-2.8988,-4.1447,-4.7200,-4.4007,-10.2077,,-19.9189,-12.9800,-2.3202,-1.5709,-1.5847,-2.2822,-2.7746,-11.6906,-8.7533,-12.9097,-5.8249,-10.5943,,-11.4804,-11.1476,,-11.3918,-10.6796,-10.2784,-16.5611,,,-12.5050,-20.9040,-18.3975,-24.8932,-1.4000,-2.3000,-0.0350,-6.3667,-6.3613,-9.1500,-9.2500,
86,-23.3900,-20.5520,-20.5600,-20.1420,-24.5052,-15.5140,-22.4000,-22.8616,-22.7887,,-16.7726,-1.3562,-3.7097,,,-0.8973,,0.0028,-2.4218,,-1.6826,-2.9356,-4.1457,-4.7305,-4.4127,-10.2342,,-19.9051,-12.9387,-2.3211,-1.5613,-1.5742,-2.2447,-2.7433,-11.7378,-8.7965,-13.0121,-5.8598,-10.6009,,-11.4900,-11.1444,,-11.4012,-10.6920,-10.2752,-16.5483,,,-12.5040,-20.8913,-18.3932,-24.9005,-1.4200,-2.3000,-0.0360,-6.3640,-6.3587,-9.1670,-9.2670,
87,-23.3760,-20.5300,-20.5340,-20.1160,-24.5079,-15.5480,-22.3950,-22.8524,-22.7802,,-16.7907,-1.3689,-3.7545,,,-0.9227,,0.0035,-2.4363,,-1.6718,-2.9724,-4.1467,-4.7410,-4.4247,-10.2606,,-19.8913,-12.8974,-2.3219,-1.5516,-1.5636,-2.2072,-2.7121,-11.7850,-8.8398,-13.1144,-5.8947,-10.6075,,-11.4997,-11.1412,,-11.4106,-10.7044,-10.2721,-16.5354,,,-12.5030,-20.8786,-18.3889,-24.9078,-1.4400,-2.3000,-0.0370,-6.3613,-6.3560,-9.1840,-9.2840,
88,-23.3620,-20.5060,-20.5080,-20.0900,-24.5106,-15.5820,-22.3900,-22.8431,-22.7718,,-16.8088,-1.3816,-3.7992,,,-0.9480,,0.0042,-2.4509,,-1.7293,-3.0092,-4.1476,-4.7515,-4.4367,-10.2871,,-19.8775,-12.8561,-2.3227,-1.5420,-1.5531,-2.1696,-2.6808,-11.8322,-8.8830,-13.2168,-5.9296,-10.6140,,-11.5094,-11.1380,,-11.4200,-10.7169,-10.2689,-16.5226,,,-12.5020,-20.8658,-18.3846,-24.9150,-1.4600,-2.3000,-0.0380,-6.3587,-6.3533,-9.2010,-9.3010,
89,-23.3480,-20.4820,-20.4820,-20.0660,-24.5133,-15.6160,-22.3800,-22.8339,-22.7633,,-16.8269,-1.3942,-3.8440,,,-0.9734,,0.0049,-2.4654,,-1.7868,-3.0460,-4.1486,-4.7620,-4.4488,-10.3135,,-19.8637,-12.8148,-2.3235,-1.5323,-1.5426,-2.1321,-2.6495,-11.8794,-8.9263,-13.3192,-5.9645,-10.6206,,-11.5190,-11.1348,,-11.4294,-10.7293,-10.2657,-16.5097,,,-12.5010,-20.8530,-18.3803,-24.9223,-1.4800,-2.3000,-0.0390,-6.3560,-6.3507,-9.2180,-9.3180,
90,-23.3340,-20.4580,-20.4560,-20.0420,-24.5160,-15.6500,-22.3700,-22.8246,-22.7502,,-16.8450,-1.4069,-3.8887,,,-0.9988,,0.0055,-2.4799,,-1.8443,-3.0828,-4.1496,-4.7725,-4.4608,-10.3400,,-19.8498,-12.7735,-2.3243,-1.5227,-1.5321,-2.0945,-2.6182,-11.9266,-8.9695,-13.4215,-5.9994,-10.6272,,-11.5287,-11.1315,,-11.4388,-10.7417,-10.2626,-16.4969,,,-12.5000,-20.8403,-18.3760,-24.9296,-1.5000,-2.3000,-0.0400,-6.3533,-6.3480,-9.2350,-9.3350,
91,-23.3200,-20.4340,-20.4300,-20.0180,-24.5188,-15.6700,-22.3600,-22.8154,-22.7370,,-16.8599,-1.4196,-3.9335,,,-1.0242,,0.0062,-2.4944,,-1.9018,-3.1196,-4.1570,-4.7830,-4.4728,-10.3664,,-19.8359,-12.7322,-2.3251,-1.5130,-1.5215,-2.0570,-2.5869,-11.9738,-9.0127,-13.5239,-6.0343,-10.6337,,-11.5383,-11.1283,,-11.4482,-10.7541,-10.2594,-16.4840,-29.0354,,-12.4980,-20.8267,-18.3700,-24.9369,-1.5200,-2.3000,-0.0410,-6.3507,-6.3453,-9.2520,-9.3520,
92,-23.3020,-20.4100,-20.4020,-19.9940,-24.5203,-15.6900,-22.3500,-22.8061,-22.7239,,-16.8748,-1.4323,-3.9782,,,-1.0495,,0.0069,-2.5090,,-1.9594,-3.1564,-4.1644,-4.7935,-4.4848,-10.3929,,-19.8219,-12.6909,-2.3259,-1.5034,-1.5110,-2.0548,-2.5556,-12.0077,-9.0560,-13.6263,-6.0692,-10.6403,,-11.5480,-11.1251,,-11.4576,-10.7665,-10.2562,-16.4703,-29.0364,,-12.4960,-20.8131,-18.3640,-24.9442,-1.5400,-2.3000,-0.0420,-6.3480,-6.3427,-9.2690,-9.3690,
93,-23.2840,-20.3860,-20.3740,-19.9700,-24.5219,-15.7100,-22.3400,-22.7969,-22.7107,,-16.8897,-1.4449,-4.0230,,,-1.0749,,0.0076,-2.5235,,-2.0169,-3.1933,-4.1717,-4.8040,-4.4968,-10.4193,,-19.8079,-12.6496,-2.3268,-1.4937,-1.5005,-2.0525,-2.5244,-12.0416,-9.0992,-13.7286,-6.1041,-10.6469,,-11.5576,-11.1219,,-11.4670,-10.7790,-10.2531,-16.4565,-29.0374,,-12.4940,-20.7995,-18.3580,-24.9514,-1.5600,-2.3000,-0.0430,-6.3453,-6.3400,-9.2860,-9.3860,
94,-23.2660,-20.3620,-20.3460,-19.9440,-24.5235,-15.7300,-22.3320,-22.7842,-22.6976,,-16.9046,-1.4576,-4.0677,,,-1.1003,,0.0076,-2.5360,,-2.0744,-3.2301,-4.1791,-4.8145,-4.5088,-10.4458,,-19.7940,-12.6083,-2.3276,-1.4841,-1.4900,-2.0503,-2.4931,-12.0755,-9.1425,-13.8310,-6.1390,-10.6535,,-11.5673,-11.1187,,-11.4764,-10.7914,-10.2499,-16.4428,-29.0384,,-12.4920,-20.7859,-18.3520,-24.9587,-1.5800,-2.3000,-0.0440,-6.3427,-6.3373,-9.3030,-9.4030,
