from_bed,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,mcdowell_2021_14n,mcdowell_2021_14sa,mcdowell_2021_14sb,mcdowell_2021_14w,mcdowell_2021_15ca,mcdowell_2021_15cb,mcdowell_2021_15e,mcdowell_2021_15n,mcdowell_2021_15s,meighen,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,tuto_ramp
88,-19.3300,-21.3300,-21.3640,-21.2040,-14.5585,-20.8050,-20.6544,-20.5956,-14.0090,,-3.1511,-10.2863,-10.8933,-3.1906,,0.0285,,-0.2571,-0.3220,-0.6919,-0.5526,-0.6039,-3.7025,-3.5034,-17.3301,-8.0912,-3.6321,-3.3606,,-0.8006,-0.6217,-2.4998,-8.1926,-6.3793,-4.2119,-3.4276,-3.4233,-4.0627,-3.6443,-3.3345,-4.8466,-4.7050,-4.3358,-17.0024,-5.8981,,-12.5020,-20.8658,-16.0632,,-2.0080,,-0.1720,
89,-19.3600,-21.3500,-21.3920,-21.2420,-14.5750,-20.8200,-20.6763,-20.6184,-14.0214,,-3.2081,-10.3107,-10.9118,-3.2686,,0.0347,,-0.2562,-0.3301,-0.6950,-0.5575,-0.5965,-3.7525,-3.5547,-17.3464,-8.1332,-3.6713,-3.4217,,-0.7988,-0.6306,-2.5199,-8.3192,-6.5058,-4.2675,-3.4644,-3.4539,-4.1058,-3.6874,-3.3776,-4.8959,-4.7543,-4.3789,-17.0113,-5.9276,,-12.5030,-20.8786,-16.0854,,-2.0240,,-0.1660,
90,-19.3900,-21.3700,-21.4200,-21.2800,-14.5916,-20.8350,-20.6982,-20.6420,-14.0339,,-3.2651,-10.3352,-10.9497,-3.3466,,0.0408,-0.4141,-0.2552,-0.3382,-0.6981,-0.5623,-0.5891,-3.8025,-3.6061,-17.3627,-8.1752,-3.7104,-3.4828,,-0.7970,-0.6395,-2.5399,-8.4457,-6.6324,-4.3230,-3.5013,-3.4845,-4.1489,-3.7305,-3.4207,-4.9453,-4.8036,-4.4220,-17.0201,-5.9566,,-12.5040,-20.8913,-16.1076,,-2.0400,,-0.1600,
91,-19.4220,-21.3920,-21.4380,-21.3020,-14.6081,-20.8500,-20.7201,-20.6656,-14.0463,,-3.3221,-10.3597,-10.9875,-3.4247,,0.0469,-0.4135,-0.2542,-0.3463,-0.6942,-0.5672,-0.5817,-3.8524,-3.6575,-17.3790,-8.2171,-3.7496,-3.5439,,-0.7952,-0.6483,-2.5600,-8.5723,-6.7589,-4.3786,-3.5381,-3.5151,-4.1919,-3.7736,-3.4638,-4.9946,-4.8530,-4.4651,-17.0290,-5.9856,,-12.5050,-20.9040,-16.1297,,-2.0560,,-0.1540,
92,-19.4540,-21.4140,-21.4560,-21.3240,-14.6247,-20.8650,-20.7420,-20.6893,-14.0587,,-3.3790,-10.3841,-11.0254,-3.5027,,0.0530,-0.4129,-0.2532,-0.3544,-0.6903,-0.5720,-0.5846,-3.9024,-3.7088,-17.3953,-8.2591,-3.7887,-3.6050,,-0.7933,-0.6572,-2.5801,-8.6988,-6.8855,-4.4342,-3.5749,-3.5582,-4.2413,-3.8167,-3.5068,-5.0439,-4.9023,-4.5082,-17.0388,-6.0145,,-12.5060,-20.9168,-16.1519,,-2.0720,,-0.1480,
93,-19.4860,-21.4360,-21.4740,-21.3460,-14.6412,-20.8800,-20.7639,-20.7129,-14.0712,,-3.4360,-10.4086,-11.0632,-3.5807,,0.0591,-0.4122,-0.2523,-0.3625,-0.6864,-0.5769,-0.5875,-3.9524,-3.7602,-17.4116,-8.3011,,-3.6661,,-0.7915,-0.6661,-2.6001,-8.8254,-7.0120,-4.4898,-3.6180,-3.6013,-4.2906,-3.8598,-3.5499,-5.0933,-4.9516,-4.5513,-17.0487,-6.0435,-5.1067,-12.5070,-20.9295,-16.1740,,-2.0880,,-0.1420,
94,-19.5180,-21.4580,-21.4920,-21.3680,-14.6577,-20.8950,-20.7858,-20.7365,-14.0836,,-3.4930,-10.4330,-11.1011,-3.6587,,0.0652,-0.4116,-0.2513,-0.3706,-0.6825,-0.5817,-0.5904,-4.0024,-3.8115,-17.4279,-8.3431,,-3.7271,,-0.7897,-0.6749,-2.6202,-8.9519,-7.1385,-4.5391,-3.6611,-3.6443,-4.3399,-3.9029,-3.5930,-5.1426,-5.0010,-4.5943,-17.0585,-6.0725,-5.1829,-12.5080,-20.9423,-16.1962,,-2.1040,,-0.1360,
95,-19.5500,-21.4800,-21.5100,-21.3900,-14.6743,-20.9100,-20.8077,-20.7602,-14.0960,,-3.5499,-10.4575,-11.1224,-3.7368,,0.0713,-0.4110,-0.2503,-0.3787,-0.6787,-0.5866,-0.5934,-4.0523,-3.8629,-17.4442,-8.3850,,-3.7882,,-0.8011,-0.6838,-2.6402,-9.0785,-7.2651,-4.5885,-3.7042,-3.6874,-4.3893,-3.9459,-3.6361,-5.1919,-5.0503,-4.6374,-17.0683,-6.1008,-5.2592,-12.5090,-20.9550,-16.2184,,-2.1200,,-0.1300,
96,-19.5780,-21.5060,-21.5320,-21.4160,-14.6908,-20.9250,-20.8296,-20.7838,-14.1084,,-3.6069,-10.4822,-11.1437,-3.8148,,0.0774,-0.4104,-0.2493,-0.3868,-0.6748,-0.5914,-0.5963,-4.1023,-3.9143,-17.4605,-8.4270,,,,-0.8125,-0.7024,-2.6603,-9.2050,-7.3916,-4.6378,-3.7473,-3.7305,-4.4386,-3.9828,-3.6792,-5.2350,-5.0871,-4.6805,-17.0782,-6.1291,-5.2874,-12.5100,-20.9678,-16.2405,,-2.1360,,-0.1240,
97,-19.6060,-21.5320,-21.5540,-21.4420,-14.7074,-20.9400,-20.8515,-20.8074,-14.1220,,-3.6639,-10.5070,-11.1649,-3.8928,,0.0835,-0.4097,-0.2483,-0.3949,-0.6709,-0.5963,-0.5992,-4.1523,-3.9656,-17.4782,-8.4690,,,,-0.8239,-0.7210,-2.6804,-9.3316,-7.5182,-4.6871,-3.7904,-3.7736,-4.4879,-4.0196,-3.7223,-5.2781,-5.1240,-4.7236,-17.0880,-6.1575,-5.3157,-12.5100,-20.9790,-16.2627,,-2.1520,,-0.1180,
98,-19.6340,-21.5580,-21.5760,-21.4680,-14.7239,-20.9550,-20.8749,-20.8311,-14.1356,,-3.7208,-10.5317,-11.1862,-3.9708,,0.0896,-0.4091,-0.2474,-0.4030,-0.6670,-0.6011,-0.6021,-4.2022,-4.0170,-17.4959,-8.5111,,,,-0.8352,-0.7396,-2.7004,-9.4581,-7.6447,-4.7365,-3.8334,-3.8167,-4.5373,-4.0564,-3.7654,-5.3212,-5.1608,-4.7667,-17.1020,-6.1858,-5.3439,-12.5100,-20.9902,-16.2848,,-2.1680,,-0.1120,
99,-19.6620,-21.5840,-21.5980,-21.4940,-14.7405,-20.9700,-20.8983,-20.8547,-14.1491,,-3.7778,-10.5565,-11.2075,-4.0488,,0.0957,-0.4085,-0.2464,-0.4111,-0.6632,-0.6148,-0.6050,-4.2522,-4.0683,-17.5136,-8.5533,,,,-0.8466,-0.7582,-2.7205,-9.5636,-7.7712,-4.7858,-3.8765,-3.8598,-4.5866,-4.0933,-3.8084,-5.3643,-5.1976,-4.8098,-17.1090,-6.2141,-5.3722,-12.5100,-21.0014,-16.3070,,-2.1840,,-0.1060,
100,-19.6900,-21.6100,-21.6200,-21.5200,-14.7570,-20.9850,-20.9217,-20.8750,-14.1627,,-3.8348,-10.5812,-11.2413,-4.1269,,0.1018,-0.4079,-0.2454,-0.4030,-0.6593,-0.6286,-0.6079,-4.3022,-4.1197,-17.5312,-8.5954,,,,-0.8580,-0.7768,-2.7405,-9.6691,-7.8978,-4.8351,-3.9196,-3.9029,-4.6360,-4.1301,-3.8515,-5.4074,-5.2345,-4.8529,-17.1160,-6.2410,-5.4004,-12.5100,-21.0126,-16.3279,,-2.2000,,-0.1000,
101,-19.7160,-21.6380,-21.6460,-21.5380,-14.7736,-21.0000,-20.9451,-20.8952,-14.1762,,-3.8917,-10.6061,-11.2750,-4.2049,,0.0960,-0.4072,-0.2514,-0.3948,-0.6554,-0.6423,-0.6108,-4.3521,-4.1711,-17.5489,-8.6376,,,,-0.8694,-0.7953,-2.7606,-9.7745,-8.0243,-4.8845,-3.9627,-3.9459,-4.6853,-4.1669,-3.8946,-5.4504,-5.2713,-4.8959,-17.1100,-6.2679,-5.4296,-12.5100,-21.0237,-16.3488,,-2.2000,,-0.1080,
102,-19.7420,-21.6660,-21.6720,-21.5560,-14.7901,-21.0150,-20.9685,-20.9155,-14.1898,,-3.9487,-10.6310,-11.3088,-4.2829,,0.0903,-0.4066,-0.2574,-0.3866,-0.6515,-0.6560,-0.6137,-4.4021,-4.2224,-17.5666,-8.6797,,,,-0.8808,-0.8139,-2.7807,-9.8800,-8.1508,-4.9338,-4.0058,-3.9953,-4.7284,-4.2038,-3.9377,-5.4935,-5.3081,-4.9390,-17.1350,-6.2948,-5.4588,-12.5100,-21.0349,-16.3696,,-2.2000,,-0.1160,
103,-19.7680,-21.6940,-21.6980,-21.5740,-14.8067,-21.0300,-20.9919,-20.9357,-14.2033,,-4.0057,-10.6558,-11.3425,-4.3609,,0.0845,-0.4060,-0.2634,-0.3784,-0.6476,-0.6698,-0.6166,-4.4521,-4.2700,-17.5843,-8.7219,,,,-0.8922,-0.8325,-2.8007,-9.9855,-8.2774,-4.9831,-4.0489,-4.0446,-4.7715,-4.2406,-3.9808,-5.5366,-5.3450,-4.9821,-17.1600,-6.3217,-5.4880,-12.5100,-21.0461,-16.3905,,-2.2000,,-0.1240,
104,-19.7940,-21.7220,-21.7240,-21.5920,-14.8232,-21.0450,-21.0153,-20.9560,-14.2169,,-4.0626,-10.6807,-11.3763,-4.4390,,0.0787,-0.4053,-0.2693,-0.3702,-0.6438,-0.6835,-0.6195,-4.5020,-4.3175,-17.6020,-8.7640,,,,-0.9036,-0.8511,-2.8208,-10.0909,-8.4039,-5.0325,-4.0919,-4.0939,-4.8145,-4.2774,-4.0239,-5.5797,-5.3818,-5.0252,-17.0840,-6.3486,-5.5172,-12.5100,-21.0573,-16.4114,,-2.2000,,-0.1320,
105,-19.8200,-21.7500,-21.7500,-21.6100,-14.8397,-21.0600,-21.0387,-20.9763,-14.2304,,-4.1196,-10.7056,-11.3901,-4.5170,,0.0730,-0.4047,-0.2753,-0.3620,-0.6399,-0.6973,-0.6224,-4.5520,-4.3651,-17.6197,-8.8062,,,,-0.9150,-0.8697,-2.8409,-10.1964,-8.5305,-5.0818,-4.1350,-4.1433,-4.8576,-4.3143,-4.0669,-5.6228,-5.4186,-5.0683,-17.0760,-6.3752,-5.5464,-12.5100,-21.0685,-16.4323,,-2.2000,,-0.1400,
106,-19.8540,-21.7700,-21.7760,-21.6400,-14.8563,-21.0750,-21.0621,-20.9965,-14.2440,,-4.1766,-10.7304,-11.4039,-4.5950,,0.0672,-0.4041,-0.2813,-0.3538,-0.6360,-0.7110,-0.6253,-4.6020,-4.4127,-17.6374,-8.8483,,,,-0.9342,-0.8799,-2.8609,-10.3018,-8.6570,-5.1311,-4.1781,-4.1926,-4.9007,-4.3574,-4.1100,-5.6596,-5.4742,-5.1051,-17.0680,-6.4018,-5.5766,-12.5100,-21.0797,-16.4532,,-2.2000,,-0.1480,
107,-19.8880,-21.7900,-21.8020,-21.6700,-14.8728,-21.0900,-21.0812,-21.0168,-14.2576,,-4.2335,-10.7552,-11.4178,-4.6730,,0.0614,-0.4035,-0.2873,-0.3456,-0.6321,-0.7247,-0.6283,-4.6520,-4.4645,-17.6551,-8.8905,,,,-0.9534,-0.8900,-2.8810,-10.4073,-8.7835,-5.1805,-4.2212,-4.2419,-4.9438,-4.4004,-4.1531,-5.6965,-5.5298,-5.1419,-17.1640,-6.4285,-5.6068,-12.5290,-21.0893,-16.4740,,-2.2000,,-0.1560,
108,-19.9220,-21.8100,-21.8280,-21.7000,-14.8894,-21.1050,-21.1003,-21.0370,-14.2741,,-4.2905,-10.7800,-11.4316,-4.7511,,0.0557,-0.4028,-0.2933,-0.3374,-0.6283,-0.7385,-0.6312,-4.7019,-4.5164,-17.6728,-8.9326,,,,-0.9726,-0.9002,-2.9010,-10.5128,-8.9101,-5.2298,-4.2643,-4.2913,-4.9869,-4.4435,-4.1962,-5.7333,-5.5854,-5.1788,-17.1650,-6.4551,-5.6371,-12.5480,-21.0989,-16.4949,,-2.2000,,-0.1640,
109,-19.9560,-21.8300,-21.8540,-21.7300,-14.9059,-21.1200,-21.1195,-21.0573,-14.2907,,-4.3475,-10.8048,-11.4454,-4.8509,,0.0499,-0.4022,-0.2993,-0.3292,-0.6244,-0.7522,-0.6341,-4.7519,-4.5683,-17.6842,-8.9748,,,,-0.9918,-0.9104,-2.9211,-10.6182,-9.0366,-5.2791,-4.3074,-4.3406,-5.0300,-4.4866,-4.2393,-5.7701,-5.6410,-5.2156,-17.1660,-6.4817,-5.6673,-12.5670,-21.1085,-16.5158,,-2.2000,,-0.1720,
110,-19.9900,-21.8500,-21.8800,-21.7600,-14.9225,-21.1350,-21.1386,-21.0792,-14.3073,,-4.4044,-10.8296,-11.4835,-4.9508,,0.0441,-0.4016,-0.3053,-0.3210,-0.6205,-0.7659,-0.6370,-4.8019,-4.6201,-17.6957,-9.0073,,,,-1.0110,-0.9206,-2.9412,-10.7237,-9.1632,-5.3285,-4.3504,-4.3899,-5.0730,-4.5297,-4.2824,-5.8070,-5.6966,-5.2524,-17.4410,-6.5084,-5.6975,-12.5860,-21.1181,-16.5367,,-2.2000,,-0.1800,
111,-20.0180,-21.8800,-21.9060,-21.7840,-14.9390,-21.1500,-21.1578,-21.1012,-14.3238,,-4.4614,-10.8539,-11.5216,-5.0507,,0.0384,-0.4010,-0.3112,-0.3128,-0.6270,-0.7797,-0.6399,-4.8518,-4.6720,-17.7072,-9.0397,,,,-1.0301,-0.9307,-2.9612,-10.8292,-9.2897,-5.3778,-4.3935,-4.4393,-5.1161,-4.5728,-4.3254,-5.8438,-5.7521,-5.2893,-17.6810,-6.5351,-5.7298,-12.6050,-21.1276,-16.5576,,-2.2000,,-0.1880,
112,-20.0460,-21.9100,-21.9320,-21.8080,-14.9556,-21.1650,-21.1769,-21.1231,-14.3404,,-4.5184,-10.8783,-11.5596,-5.1506,,0.0326,-0.4003,-0.3172,-0.3046,-0.6334,-0.7934,-0.6481,-4.9018,-4.7239,-17.7187,-9.0722,,,,-1.0493,-0.9409,-2.9813,-10.9346,-9.4162,-5.4271,-4.4366,-4.4761,-5.1655,-4.6159,-4.3685,-5.8806,-5.8077,-5.3261,-17.9210,-6.5617,-5.7620,-12.6240,-21.1372,-16.5784,,-2.2000,,-0.1960,
113,-20.0740,-21.9400,-21.9580,-21.8320,-14.9721,-21.1800,-21.1961,-21.1451,-14.3569,,-4.5753,-10.9026,-11.5977,-5.2505,,0.0268,-0.3997,-0.3232,-0.2964,-0.6399,-0.8071,-0.6562,-4.9518,-4.7757,-17.7301,-9.1047,,,,-1.0685,-0.9511,-3.0013,-11.0401,-9.5428,-5.4765,-4.4735,-4.5129,-5.2148,-4.6590,-4.4116,-5.9175,-5.8633,-5.3629,-18.6880,-6.5884,-5.7943,-12.6430,-21.1468,-16.5993,,-2.2000,,-0.2040,
114,-20.1020,-21.9700,-21.9840,-21.8560,-14.9886,-21.1940,-21.2152,-21.1670,-14.3735,,-4.6323,-10.9270,-11.6358,-5.3503,,0.0211,-0.3991,-0.3292,-0.2882,-0.6464,-0.8209,-0.6644,-5.0017,-4.8276,-17.7416,-9.1371,,,,-1.0877,-0.9613,-3.0214,-11.1456,-9.6693,-5.5258,-4.5103,-4.5498,-5.2641,-4.7020,-4.4547,-5.9543,-5.9189,-5.3998,-19.1770,-6.6151,-5.8265,-12.6620,-21.1564,-16.6202,,-2.2000,,-0.2120,
115,-20.1300,-22.0000,-22.0100,-21.8800,-15.0052,-21.2080,-21.2343,-21.1890,-14.3901,,-4.6893,-10.9513,-11.6585,-5.4502,,0.0153,-0.3985,-0.3352,-0.2801,-0.6528,-0.8346,-0.6725,-5.0517,-4.8795,-17.7531,-9.1696,,,,-1.1069,-0.9714,-3.0415,-11.2510,-9.7959,-5.5752,-4.5471,-4.5866,-5.3135,-4.7451,-4.4978,-5.9911,-5.9745,-5.4366,-19.6660,-6.6422,-5.8588,-12.6810,-21.1660,-16.6411,,-2.2000,,-0.2200,
116,-20.1580,-22.0320,-22.0400,-21.9860,-15.0217,-21.2220,-21.2535,-21.2109,-14.4066,,-4.7463,-10.9757,-11.6812,-5.5501,,0.0095,-0.3978,-0.3412,-0.2719,-0.6593,-0.8483,-0.6807,-5.1017,-4.9313,-17.7646,-9.2021,,,,-1.1261,-0.9816,-3.0615,-11.3565,-9.9224,-5.6245,-4.5840,-4.6235,-5.3628,-4.7882,-4.5409,-6.0342,-6.0113,-5.4797,-20.0430,-6.6693,-5.8904,-12.7000,-21.1756,-16.6620,,-2.2000,,-0.2280,
117,-20.1860,-22.0640,-22.0700,-22.0920,-15.0383,-21.2360,-21.2726,-21.2329,-14.4210,,-4.8032,-11.0001,-11.7039,-5.6500,,0.0038,-0.3972,-0.3471,-0.2637,-0.6657,-0.8621,-0.6889,-5.1516,-4.9832,-17.7760,-9.2345,,,,-1.1325,-0.9918,-3.0816,-11.4620,-10.0489,-5.6738,-4.6208,-4.6603,-5.4121,-4.8313,-4.5840,-6.0773,-6.0482,-5.5228,-22.0320,-6.6963,-5.9220,-12.7050,-21.1839,-16.6828,,-2.2000,,-0.2360,
118,-20.2140,-22.0960,-22.1000,-22.1980,-15.0548,-21.2500,-21.2937,-21.2548,-14.4354,,-4.8602,-11.0244,-11.7266,-5.7499,,-0.0020,-0.3966,-0.3531,-0.2555,-0.6722,-0.8758,-0.6970,-5.2016,-5.0351,-17.7875,-9.2670,,,,-1.1388,-0.9913,-3.1016,-11.5674,-10.1755,-5.7232,-4.6576,-4.6971,-5.4615,-4.8744,-4.6270,-6.1204,-6.0850,-5.5659,-22.7290,-6.7234,-5.9537,-12.7100,-21.1922,-16.7037,,-2.2000,,-0.2440,
119,-20.2420,-22.1280,-22.1300,-22.3040,-15.0714,-21.2640,-21.3148,-21.2768,-14.4497,,-4.9172,-11.0488,-11.7493,-5.8498,,-0.0176,-0.3960,-0.3591,-0.2473,-0.6787,-0.8895,-0.7052,-5.2516,-5.0869,-17.7990,-9.2995,,,,-1.1451,-0.9908,-3.1217,-11.6729,-10.3020,-5.7725,-4.6945,-4.7340,-5.5108,-4.9175,-4.6701,-6.1635,-6.1218,-5.6090,-23.1220,-6.7505,-5.9853,-12.7150,-21.2004,-16.7246,,-2.2000,,-0.2520,
120,-20.2700,-22.1600,-22.1600,-22.4100,-15.0879,-21.2780,-21.3358,-21.2944,-14.4641,-14.1460,-4.9741,-11.0732,-11.7715,-5.9496,,-0.0333,-0.3953,-0.3651,-0.2391,-0.6851,-0.9033,-0.7134,-5.3078,-5.1388,-17.8105,-9.3319,,,,-1.1514,-0.9903,-3.1418,-11.7784,-10.4285,-5.8218,-4.7313,-4.7708,-5.5601,-4.9605,-4.7132,-6.2065,-6.1587,-5.6520,-22.4160,-6.7786,-6.0169,-12.7200,-21.2087,-16.7455,,-2.2000,,-0.2600,
121,-20.3000,-22.1880,-22.1800,-22.7260,-15.1045,-21.2920,-21.3569,-21.3121,-14.4785,-14.1591,-5.0311,-11.0980,-11.7937,-6.0495,,-0.0489,-0.3947,-0.3711,-0.2628,-0.6916,-0.9170,-0.7215,-5.3640,-5.1907,-17.8260,-9.3644,,,,-1.1577,-0.9898,-3.1618,-11.8712,-10.5551,-5.8712,-4.7681,-4.8076,-5.6095,-5.0036,-4.7563,-6.2496,-6.1955,-5.6951,,-6.8067,-6.0449,-12.7250,-21.2170,-16.7664,,-2.2000,,-0.2680,
